primaryName,knownForTitles,averageRating
Victor Buono,"Beneath the Planet of the Apes, What Ever Happened to Baby Jane?, The Silencers, Hush...Hush, Sweet Charlotte, ",6.2
Andrea Burchill,"Wiseguy, The New Adventures of Beans Baxter, 21 Jump Street, Housekeeping, ",7.2
Mike Moroff,"RoboCop, La Bamba, Desperado, A Man Apart, ",5.1
Arthur Burghardt,"The Transformers: The Movie, Ultimate Spider-Man, Network, G.I. Joe, ",5.3
Robert John Burke,"Tombstone, RoboCop 3, Thinner, Confessions of a Dangerous Mind, ",4.966666667
Billy Burke,"Unusual Occupations, ",5.6
Paul Burke,"Naked City, Valley of the Dolls, Santa Barbara, The Thomas Crown Affair, ",6
Kathe Burkhart,"Sick: The Life & Death of Bob Flanagan, Supermasochist, ",7.5
Leo Burmester,"The Last Temptation of Christ, The Devil's Advocate, The Abyss, Lone Star, ",7.6
Angela Burnett,"Your Children Come Back to You, Killer of Sheep, Bless Their Little Hearts, My Brother's Wedding, ",7.3
Bart Burns,"The Iceman Cometh, Frances, Mike Hammer, Seven Days in May, ",7.4
Catherine Burns,"Ghosts of Mars, The Chronicles of Riddick, The Forgotten, Feast, ",7
Edward Burns,"Headin' South, 40-Horse Hawkins, Garragan, Outlaws of Stampede Pass, ",7.3
George Burns,"Going in Style, Oh, God!, The George Burns and Gracie Allen Show, The Sunshine Boys, ",6.6
Marilyn Burns,"Helter Skelter, The Texas Chain Saw Massacre, Texas Chainsaw Massacre: The Next Generation, ",7.5
Hedy Burress,"Final Fantasy X-2, Valentine, He's Just Not That Into You, Final Fantasy X, ",6.2
Corey Burton,"Hercules, Atlantis: The Lost Empire, The Transformers: The Movie, ",7.671428571
Norman Burton,"Planet of the Apes, Diamonds Are Forever, The Towering Inferno, Escape from the Planet of the Apes, ",6.8
Tyrone Burton,"Squeeze, ",6.2
Mae Busch,"The Unholy Three, Sons of the Desert, The Amazing Exploits of the Clutching Hand, The Truthful Sex, ",7.2
Timothy Busfield,"Thirtysomething, The West Wing, Revenge of the Nerds, Field of Dreams, ",5.1
Billy Green Bush,"Five Easy Pieces, The Hitcher, Jason Goes to Hell: The Final Friday, Critters, ",6.1
Francis X. Bushman,"The Phantom Planet, Ben-Hur: A Tale of the Christ, Sabrina, Romeo and Juliet, ",7.8
William Butler,"Clockers, Juice, Malcolm X, Jungle Fever, ",5.1
David Byrne,"The Unexpected Mrs. Pollifax, Evelyn, Northanger Abbey, The Tailor of Panama, ",8.6
Patrick Reynolds,,4.7
JosÃ© BÃ³dalo,"Estudio 1, El crack, Sangre en el ruedo, Django, ",7.3
John Franklin,,5.7
AntÃ´nio do Cabo,"Wicked Memoirs of Eugenie, Dracula, Prisoner of Frankenstein, Aberraciones sexuales de una mujer casada, Cecilia, ",6.1
Bruce Cabot,"McLintock!, King Kong, Diamonds Are Forever, Dodge City, ",7.9
Adolph Caesar,"The Color Purple, The Hitter, A Soldier's Story, Che!, ",7.2
Harry Caesar,"Emperor of the North, Bird on a Wire, A Few Good Men, The Longest Yard, ",5.9
Todd Caldecott,"21 Jump Street, Mirage, Friday the 13th Part VIII: Jason Takes Manhattan, Fear, ",4.6
Don Calfa,"1941, The Return of the Living Dead, Weekend at Bernie's, Doctor Dolittle, ",7.3
Louis Calhern,"The Magnificent Yankee, Executive Suite, Duck Soup, Notorious, ",7.566666667
Joseph Cali,"Saturday Night Fever, Melrose Place, Port Charles, The Lonely Lady, ",5.24
Brandon Call,"Step by Step, Warlock, Blind Fury, Jagged Edge, ",6.4
James T. Callahan,"Black Sheep Squadron, Knight Rider, The Runaways, The Governor & J.J., ",5.9
Liz Callaway,"Aladdin and the Return of Jafar, Anastasia, Pocahontas, The Swan Princess, ",6.4
Joseph Calleia,"The Glass Key, Gilda, Algiers, Touch of Evil, ",7.333333333
Cab Calloway,"The Blues Brothers, The Singing Kid, The Curious Case of Benjamin Button, Hi De Ho, ",7.9
Dean Cameron,"Nora Prentiss, ",5.7
Kirk Cameron,"Good Girl, Bad Girl, Action U.S.A., Black Snow, ",5.275
Terry Camilleri,"Knowing, The Truman Show, Bill & Ted's Excellent Adventure, Superman III, ",6.9
Bruce Campbell,"Sins of Rachel, ",7.475
Julia Campbell,"Romy and Michele's High School Reunion, Kicking & Screaming, Dexter, ",6.1
Nicholas Campbell,"Cinderella Man, A Bridge Too Far, Da Vinci's Inquest, Naked Lunch, ",6.3
Tisha Campbell-Martin,"House Party, My Wife and Kids, Little Shop of Horrors, Martin, ",5
Cris Campion,"Pirates, Le cafÃ©, La fleur du peau, Charlemagne, ",6.1
JosÃ© Canalejas,"Three Supermen of the West, Django, El in... moral, El Ãºltimo proceso en ParÃ­s, ",7.3
Lee Canalito,"Magnum, P.I., Paradise Alley, The Glass Jungle, Emperor of the Bronx, ",5.8
Enzo Cannavale,"The Knock Out Cop, 32 dicembre, Cinema Paradiso, Il soldato di ventura, ",8.5
J.D. Cannon,"Death Wish II, McCloud, Cool Hand Luke, Scorpio, ",6.6
Giorgio Cantarini,"Life Is Beautiful, Gladiator, ",8.6
Cantinflas,"Around the World in 80 Days, The Three Musketeers, El supersabio, Pepe, ",6.8
Loredana Nusciak,"Gladiators 7, No Way Out, Django, Siamo tutti pomicioni, ",7.3
Francis Capra,"Veronica Mars, A Bronx Tale, Kazaam, ",7.8
Ahna Capri,"Piranha, The Man from U.N.C.L.E., Enter the Dragon, Payday, ",7.7
Steve Cardenas,"Mighty Morphin Power Rangers: The Movie, Turbo: A Power Rangers Movie, Power Rangers Turbo, Mighty Morphin Power Rangers, ",5.2
Lori Cardille,"Day of the Dead, The Edge of Night, Tales from the Darkside, The Equalizer, ",7.1
Pedro Cardoso,"Lisbela and the Prisoner, Big Family, Four Days in September, The Man Who Copied, ",7.4
Lena Cardwell,"Passions, Jeepers Creepers 2, Garfield: A Tail of Two Kitties, New York Undercover, ",6
Lianella Carell,"Bicycle Thieves, Love and Troubles, Una donna ha ucciso, Genoese Dragnet, ",8.3
Carmine Caridi,"The Godfather: Part II, NYPD Blue, The Money Pit, The Godfather: Part III, ",4.2
Len Cariou,"Thirteen Days, ",5.2
George Carlin,"Bill & Ted's Excellent Adventure, Dogma, Jersey Girl, George Carlin: Jammin' in New York, ",6.9
Bruce Carlisle,"The Shrike, Female Jungle, The Fast and the Furious, ",5.3
Karen Carlson,,5.1
Richard Carlson,"Creature from the Black Lagoon, Tormented, The Little Foxes, It Came from Outer Space, ",6.75
Inga-Lill Carlsson,"I lagens namn, Metamorphosis, ",6.6
Julie Carmen,"Gloria, The Milagro Beanfield War, Fright Night Part 2, In the Mouth of Madness, ",6.733333333
Michael Carmine,"M*A*S*H, Band of the Hand, *batteries not included, Leviathan, ",6.3
Art Carney,"Going in Style, Last Action Hero, Firestarter, Harry and Tonto, ",6.5
Ralph Carney,"Night on Earth, Chuck & Buck, ",8.3
Linda Carol,"Torn Curtain, Angel in My Pocket, ",5.3
Mary Carr,"Over the Hill to the Poorhouse, Lights of New York, Drusilla with a Million, Oregon Trail, ",5.7
Ever Carradine,"My Boss's Daughter, Jay and Silent Bob Strike Back, Bubble Boy, ",5
Florence Delay,"The Trial of Joan of Arc, Ã‰coute voir..., Deep Water, Les ailes de la colombe, ",8
Carmen CarriÃ³n,"Falo Crest, Una rajita para dos, Un pito para tres, Historia sexual de O, ",4.7
Julius Carry,"The New Guy, The Adventures of Brisco County, Jr., Do Over, The Last Dragon, ",6.9
Darwyn Carson,"ER, Star Trek: Deep Space Nine, Favorite Son, Beverly Hills Cop, ",6.2
Hunter Carson,"Invaders from Mars, Paris, Texas, With It, ",5.5
Terrence 'T.C.' Carson,"U-571, God of War, Living Single, Final Destination 2, ",5
Finn Carter,"How I Got Into College, Tremors, Secret Service Guy, As the World Turns, ",7.1
Jim Carter,"Quintet, ",6.7
Michael Patrick Carter,"Child's Play, Paradise, Black Sheep, Milk Money, ",5.6
T.K. Carter,"The Thing, Runaway Train, Rush Hour, Domino, ",5.3
Adriana Caselotti,"The Julie Andrews Hour, The Magical World of Disney, John & Leeza from Hollywood, ",7.6
Bernie Casey,"Revenge of the Nerds, In the Mouth of Madness, Never Say Never Again, Bill & Ted's Excellent Adventure, ",4.8
Tina Caspary,"Mac and Me, Annie, Teen Witch, Can't Buy Me Love, ",5.05
Desiree Casado,"Bed of Roses, Gloria, I Like It Like That, Joe's Apartment, ",6.9
Jean-Pierre Cassel,"Ready to Wear, The Discreet Charm of the Bourgeoisie, La CÃ©rÃ©monie, Murder on the Orient Express, ",6.65
Jack Cassidy,"The Abnormal Female, ",6.4
Christopher Castile,"Beethoven's 2nd, Are You Afraid of the Dark?, Beethoven, Step by Step, ",4.9
Michael Cavanaugh,"Lust at the Top, Erotic Dreams, Springtime in the Rockies, Black Magic, ",5.7
Des Cave,"Omagh, Veronica Guerin, The General, The Outsider, ",5.2
Christopher Cazenove,"Dynasty, A Fine Romance, 3 Men and a Little Lady, A Knight's Tale, ",5.8
Rene Ceballos,"Everyone Says I Love You, Mighty Aphrodite, The Fan, Great Performances, ",7
Carlo Cecchi,"The Red Violin, Stealing Beauty, Death of a Neapolitan Mathematician, La scorta, ",7.6
Adolfo Celi,"Operation Kid Brother, Danger: Diabolik, CaiÃ§ara, Thunderball, ",7
Eugene Cernan,"In the Shadow of the Moon, The Wonder of It All, ",8.2
Rachel Chagall,"The Simple Life, Gaby: A True Story, The Nanny, The Last Supper, ",6.8
Richard Chaim,"Phantoms, Black Dog, The StÃ¶ned Age, ",5.4
Alok Chakravarty,"The World of Apu, ",8.5
Andrey Khalimon,"Prima la musica, poi le parole, The Greenhouse Effect, Kolya, Mu-Mu, ",7.8
Wilt Chamberlain,"Go for It, The Grizzly Six, Conan the Destroyer, Wilt, ",5.9
Dennis Chan,"Kickboxer, Kickboxer 3: The Art of War, ",5.133333333
Lung Chan,"The Legend II, The 36th Chamber of Shaolin, The Big Boss, The Legend, ",7.1
Estee Chandler,"Pleasantville, Team America: World Police, The Long Kiss Goodnight, Terminal Bliss, ",4.9
Helen Chandler,"Dance Hall Hostess, Goodbye Again, Salvation Nell, Dracula, ",7.5
Lon Chaney,"The Penalty, The Phantom of the Opera, The Monster, He Who Gets Slapped, ",7.2
Fu-Chien Chang,"The Art of War by Sun Tzu, The Eagle King, The Invincible Kung Fu Legs, ",6.8
Sari Chang,"Flipper, China Girl, King of New York, ",6.2
Winston Chao,"The Wedding Banquet, ",7.7
Sean Chapman,"A Mighty Heart, Hellraiser, Hellbound: Hellraiser II, Eat the Rich, ",7
Dave Chappelle,"Robin Hood: Men in Tights, Half Baked, Chappelle's Show, ",6.7
Eric Freeman,"SpongeBob SquarePants, Fear, Xiaolin Showdown, The Batman, ",3.6
Courtney Chase,"Nick of Time, One Life to Live, Blossom, Roommates, ",6.3
Soumitra Chatterjee,"Podokkhep, The World of Apu, Days and Nights in the Forest, Debdas, ",8.5
Charlotte Chatton,"Dr. Quinn, Medicine Woman, Titanic, ",5.2
Chayanne,"Todo sobre Camila, Dance with Me, Ally McBeal, Sin cÃ³digo, ",5.8
Michael Chekhov,"Spellbound, Abie's Irish Rose, Man from the Restaurant, Specter of the Rose, ",7.6
Adam Cheng,"The Heavenly Sword and Dragon Sabre, Chor Lauheung, Drunken Master Killer, ",7
Kent Cheng,"Crime Story, Why Me?, ",6.8
Virginia Cherrill,"Girls Demand Excitement, City Lights, Troubled Waters, White Heat, ",8.5
Eugene Cherry,"Several Friends, My Brother's Wedding, Killer of Sheep, Bless Their Little Hearts, ",7.3
Craig Chester,"Adam & Steve, Swoon, I Shot Andy Warhol, ",6.7
Tung Cho 'Joe' Cheung,"The Incredible Kung Fu Master, The Way of the Dragon, Pom Pom and Hot Hot, ",8.1
Yuet Sang Chin,"Devil's Vindata, Roar of the Lion, The 36th Chamber of Shaolin, Long Arm of the Law: Part 4, ",6.8
May Chin,"Jiang hu jie ban ren, The Wedding Banquet, Magic Sword, May Jane, ",7.7
Tsai Chin,"You Only Live Twice, Memoirs of a Geisha, Casino Royale, ",7.7
Kieu Chinh,"Hamburger Hill, The Joy Luck Club, 21, City of Angels, ",7.7
Carl Heinz Choynski,"The Book Thief, Der ungebetene Gast, Turkish for Beginners, KDD - Kriminaldauerdienst, ",7.2
Hayden Christensen,"Star Wars: Episode III - Revenge of the Sith, Jumper, Star Wars: Episode II - Attack of the Clones, Shattered Glass, ",7.05
AndrÃ© Christian,"Paris Is Burning, ",8.2
FranÃ§oise Christophe,"Les Thibault, Vengeance of the Three Musketeers, The Three Musketeers: Part I - The Queen's Diamonds, The Possessors, ",7
Dennis Christopher,"Fade to Black, It, Breaking Away, ",7.24
Gerard Christopher,"Sunset Beach, Tomboy, Superboy, Melrose Place, ",4.7
Emily Chu,"A Better Tomorrow, The Millionaires' Express, A Better Tomorrow II, Rouge, ",7.5
Simon Chuckster,"Sweet Sweetback's Baadasssss Song, ",5.5
Fat Chung,"Mo deng tian shi, Sworn Revenge, The Return of Pom Pom, The Millionaires' Express, ",7.1
Siu Chung Mok,"Holy Flame of the Martial World, Last Eunuch in China, Once Upon a Time in China II, Long zhi jia zu, ",6.8
Diane Cilento,"The Persuaders!, Hombre, The Wicker Man, Tom Jones, ",7.4
Leonardo Cimino,"Dune, The Monster Squad, Waterworld, Hudson Hawk, ",6.5
Charles Cioffi,"Shaft, Klute, Remo Williams: The Adventure Begins, Newsies, ",6.133333333
Augusta Ciolli,"Love with the Proper Stranger, Fast and Sexy, Marty, Repertory Theatre, ",7.7
Ina Claire,"The Puppet Crown, Ninotchka, The Awful Truth, The Greeks Had a Word for Them, ",7.9
Candy Clark,"American Graffiti, Blue Thunder, The Man Who Fell to Earth, Zodiac, ",5.04
Christie Clark,"Children of the Corn II: The Final Sacrifice, A Nightmare on Elm Street 2: Freddy's Revenge, Winter Heat, Days of Our Lives, ",4.3
Fred Clark,"The Wrong Box, ",7.9
J.J. Clark,"The Smuggler's Lass, The Great Secret, The Yankee Girl, ",6.1
Matt Clark,"Chasing Dreams, ",5.3
Oliver Clark,,6
Susan Clark,"Sweet Charity, Still Game, Chewin' the Fat, ",6.5
Caitlin Clarke,"Zelly and Me, ",6.7
Mae Clarke,"Daredevils of the Clouds, Waterloo Bridge, King of the Rocket Men, Frankenstein, ",7.8
Melinda Clarke,"Spawn, The O.C., Return of the Living Dead III, Killer Tongue, ",5.9
Warren Clarke,"Top Secret!, A Clockwork Orange, Dalziel and Pascoe, Firefox, ",7.5
Lana Clarkson,"Amazon Women on the Moon, Fast Times at Ridgemont High, Scarface, The A-Team, ",4.4
Patricia Clarkson,"The Green Mile, The Station Agent, Far from Heaven, ",6.6
Nicholas Clay,"Excalibur, Evil Under the Sun, Zulu Dawn, Merlin, ",7.4
Bob Clayton,"The Road from Coorain, Keiron: The First Voyager, Meteorites!, Ultraviolet, ",6.5
Jimmy Cliff,"Into the Blue, The Long Kiss Goodnight, Mission: Impossible III, Fool's Gold, ",5.1
Marcia Clingan,"Deadly Impact, ",4.5
Colin Clive,"Bride of Frankenstein, Frankenstein, Journey's End, Mad Love, ",7.8
Gustav von Seyffertitz,"Sherlock Holmes, Private Izzy Murphy, Yolanda, The Docks of New York, ",7.3
Rosemary Clooney,"ER, White Christmas, Midnight in the Garden of Good and Evil, ",6.1
FranÃ§ois Cluzet,"French Kiss, Tell No One, ",7.1
Hutton Cobb,"Too Much Flesh, Tender Is the Night, Until September, Big Shots, ",5.8
Bill Cobbs,"The Hudsucker Proxy, That Thing You Do!, Demolition Man, ",5.566666667
Imogene Coca,"National Lampoon's Vacation, It's About Time, Producers' Showcase, Moonlighting, ",7.4
Rory Cochrane,"Dazed and Confused, Empire Records, A Scanner Darkly, ",7.6
Adam Cockburn,"Mad Max Beyond Thunderdome, The Miraculous Mellops, Starship, The Girl Who Came Late, ",6.3
James Coco,"The Ray Bradbury Theater, Only When I Laugh, Man of La Mancha, Murder by Death, ",4.6
Lew Cody,"Adam and Evil, The Tenderfoot, A Parisian Romance, Dangerous Pastime, ",5.9
George Coe,"Kramer vs. Kramer, Remo Williams: The Adventure Begins, The Stepford Wives, ",6.6
Scott Coffey,"Girls Just Want to Have Fun, T.I.R., Kennedy, Reuben, Reuben, ",4.9
Frederick Coffin,"Wayne's World, Hard to Kill, Mother's Day, Identity, ",5.8
Greg Cohen,"Pet Sematary, ",8.3
Jeff Cohen,,7.8
Lynn Cohen,,7.4
Eric Michael Cole,"Gia, Mr. Holland's Opus, White Squall, Batman Beyond, ",5.6
George Cole,"Sunnyside, ",5.8
Michael Coles,"The Avengers, Private Potter, Dr. Who and the Daleks, Dracula A.D. 1972, ",5.6
GrÃ©goire Colin,"Nenette and Boni, Olivier, Olivier, ",8
Margaret Colin,"Something Wild, Now and Again, Independence Day, Unfaithful, ",5.7
Bonar Colleano,"While the Sun Shines, Eight Iron Men, Is Your Honeymoon Really Necessary, Pickup Alley, ",6.5
Christopher Collet,"Prayer of the Rollerboys, Sleepaway Camp, The Manhattan Project, The Langoliers, ",6.2
Don Pedro Colley,"Beneath the Planet of the Apes, Sugar Hill, THX 1138, ",6.7
Eugene Collier,"Beverly Hills Cop III, Starship Troopers, Gladiator, Smokin' Aces, ",5.6
Michael Collins,,8.2
Miriam Colon,"Goal II: Living the Dream, Goal! The Dream Begins, Scarface, Sabrina, ",5.6
Louisa Colpeyn,"Rendezvous in July, Au thÃ©Ã¢tre ce soir, La mort de Belle, Band of Outsiders, ",7.8
Dorothy Comingore,"Citizen Kane, Cafe Hostess, North of the Yukon, Comet Over Broadway, ",8.3
Fernando Conde,"Hospital Central, The Crazy Story of the Three Musketeers, The Dog in the Manger, ",4.6
Gino Conforti,"Angels & Demons, Man of La Mancha, Switch, Thumbelina, ",6.3
Chester Conklin,"The Great Dictator, Anna Christie, Modern Times, The Duchess of Buffalo, ",8.5
Jim Connell,"Porky's, ",6.5
Bart Conner,"Peaceful Warrior, Death and Texas, Stick It, Rad, ",7
Chuck Connors,"Chuck Connors vs. Chin Ong, Chuck Connors vs. Chin Ong, In a Chinese Restaurant, ",7.1
Billy Connolly,"The Last Samurai, The Boondock Saints, ",6.2
Kevin Connolly,"The Last Innocent Man, ",5.8
Walter Connolly,"Lady for a Day, Nothing Sacred, Twentieth Century, It Happened One Night, ",8.1
Charles Conrad,"Krystyna and Her Night, The Violin of Cremone, ",8.2
Chris Conrad,,6.3
Michael Conrad,"They Shoot Horses, Don't They?, The Six Million Dollar Man, The Longest Yard, Hill Street Blues, ",7.1
Hans Conried,"The 5,000 Fingers of Dr. T., My Friend Irma, The Hobbit, Peter Pan, ",7.3
Frances Conroy,"Six Feet Under, The Aviator, Catwoman, ",6.6
Jarlath Conroy,"Stay, Day of the Dead, ",7.1
Kevin Conroy,"Batman: Mask of the Phantasm, ",7.8
Bert Convy,"Weekend Warriors, Hero at Large, The Snoop Sisters, The Cannonball Run, ",6
Keith Coogan,"Don't Tell Mom the Babysitter's Dead, Toy Soldiers, The Fox and the Hound, Adventures in Babysitting, ",6.083333333
Steve Coogan,"Alan Partridge, I'm Alan Partridge, 24 Hour Party People, ",6.3
Barbara Cook,"Hansel and Gretel, Alfred Hitchcock Presents, Thumbelina, The Yeoman of the Guard, ",6.3
Randall William Cook,"The Lord of the Rings: The Two Towers, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Return of the King, Demon in the Bottle, ",6
Chris Cooke,,7
Jennifer Cooke,"Chasing Amy, ",6
Lainie Cooke,"Music Box, Terror in the Aisles, Shogun Assassin, Daughters of Darkness, ",6.5
Chris Cooper,"Gillette Soccer Saturday, ",7.4
Gladys Cooper,"Rebecca, Now, Voyager, The Song of Bernadette, My Fair Lady, ",7
Jackie Cooper,"Superman, Hennesey, Superman III, Superman II, ",5
Miriam Cooper,"The Birth of a Nation, Serenade, The Oath, Intolerance: Love's Struggle Throughout the Ages, ",6.4
Lisa Copeland,"Jackson County Jail, ",6.2
John Corbett,"Our Miss Pemberton, The Angel with the Trumpet, ",4.9
Barry Corbin,"Northern Exposure, WarGames, Critters 2, No Country for Old Men, ",5.9
Dorian Corey,"The Joan Rivers Show, Paris Is Burning, ",8.2
Irwin Corey,"How to Commit Marriage, Jack, The Curse of the Jade Scorpion, The Edge of Night, ",4.5
Jeff Corey,"True Grit, Little Big Man, Beneath the Planet of the Apes, Butch Cassidy and the Sundance Kid, ",6.3
Wendell Corey,"Women of the Prehistoric Planet, The Furies, Rear Window, Agent for H.A.R.M., ",7.666666667
Annie Corley,"Seabiscuit, The Bridges of Madison County, ",7.6
Robert Cornthwaite,"What Ever Happened to Baby Jane?, The Thing from Another World, The War of the Worlds, Picket Fences, ",7.1
Jose Coronado,"Periodistas, The Return of El Coyote, ",5
Andrea Corr,"The Commitments, The Boys & Girl from County Clare, Evita, In America, ",6.3
Valentina Cortese,"The Barefoot Contessa, Le Amiche, Day for Night, The Adventures of Baron Munchausen, ",8
Jesse Corti,"Beauty and the Beast, Hulk, ",8
Mary Costa,"The Big Caper, The Great Waltz, Sleeping Beauty, ",7.2
Robert Costanzo,"Die Hard 2, Total Recall, City Slickers, Batman: Mask of the Phantasm, ",5.2
Helene Costello,"Millionaires, Lights of New York, Broken Barriers, The Fatal Warning, ",5.7
Richard Council,"Thirteen Conversations About One Thing, Die Hard with a Vengeance, ",6.2
Hazel Court,"The Man Who Could Cheat Death, Danger Man, The Curse of Frankenstein, The Masque of the Red Death, ",6.566666667
Tom Courtenay,"The Loneliness of the Long Distance Runner, Nicholas Nickleby, Doctor Zhivago, ",2.2
Martin Kove,"Rambo: First Blood Part II, The Karate Kid Part II, The Karate Kid, The Karate Kid Part III, ",6
Franklin Cover,"Almost Heroes, The Jeffersons, Wall Street, The Stepford Wives, ",7.4
Allen Covert,"Jack and Jill, Little Nicky, 50 First Dates, Grandma's Boy, ",6.8
Nicolas Cowan,"Surf Ninjas, In the Heat of the Night, Alligator II: The Mutation, ",5.1
Michael Graham Cox,"Watership Down, A Bridge Too Far, Reluctant Bandit, The Lord of the Rings, ",7.6
Mitchell Cox,"Mindstorm, ",4.5
Richard Cox,"Juliet Bravo, The Day of the Triffids, High Hopes, Fortunes of War, ",5.5
Cylk Cozart,"Hot Shots!, 16 Blocks, Conspiracy Theory, Eraser, ",6.7
Kaelynn Craddick,"Ruby Cairo, Chameleon, How to Make an American Quilt, ",6.3
Michael Craig,"Mystery Men, ",6.5
Joey Cramer,"Murder, She Wrote, Flight of the Navigator, The Clan of the Cave Bear, Runaway, ",6.9
Rick Cramer,"Live Free or Die Hard, Rat Race, ",5.6
Barbara Crampton,"Re-Animator, From Beyond, Body Double, ",6.866666667
Norma Crane,"Studio One in Hollywood, Ben Casey, Banyon, Fiddler on the Roof, ",8
Michael Crawford,"Ã‡a c'est l'amour, Follow the Fleet: The Origins of Those Dancing Feet, ",6.9
Wayne Crawford,"u'Bejani, Snake Island, Jake Speed, Okavango: The Wild Frontier, ",5.4
Bruno Cremer,"Objective 500 Million, Tumultes, Sorcerer, La piovra 4, ",7.7
Wendy Crewson,"The Covenant, The 6th Day, Air Force One, ",6.433333333
Donald Crisp,,7.6
Anthony 'Treach' Criss,"Feast, Nothing to Lose, Money Talks, ",6.6
Alison Crosbie,"Widows' Peak, Felicia's Journey, In the Name of the Father, ",8.1
David Cross,"Die Another Day, Children of Men, Mission to Mars, ",6.2
Harley Cross,"The Believers, Sister Kate, The Boy Who Cried Bitch, Shriek If You Know What I Did Last Friday the Thirteenth, ",6.1
Lance Crouther,"Pootie Tang, The Chris Rock Show, Wanda at Large, ",5.1
Josephine Crowell,"The Man Who Laughs, Intolerance: Love's Struggle Throughout the Ages, Cheerful Givers, The Birth of a Nation, ",7.3
Pat Crowley,"Off the Wall, The Wild Women of Wongo, ",6.1
Greg Cruikshank,"Mary Jane's Not a Virgin Anymore, Whatever Happened to Susan Jane?, ",5.7
Gemma Cuervo,"AquÃ­ no hay quien viva, Gran teatro, El teatro, I Hate My Body, ",5.8
Christian Culkin,"It Runs in the Family, ",5.6
Robert Culp,"I Spy, The Greatest American Hero, Hickey & Boggs, Half-Life 2, ",6.7
Jim Cummings,"The Princess and the Frog, Aladdin, ",6.8
Quinn Cummings,"The Goodbye Girl, Remington Steele, The Six Million Dollar Man, Family, ",7.4
Robert Cummings,"Don't Answer the Phone!, ",8.2
Rusty Cundieff,"Chappelle's Show, Fear of a Black Hat, Tales from the Hood, ",5
Cherie Currie,"Twilight Zone: The Movie, Foxes, ",6.1
Mark Curry,"Bugsy Malone, Last of the Summer Wine, Hollyoaks, ",5.1
Michael Currie,"The Dead Pool, Airplane II: The Sequel, Halloween III: Season of the Witch, Sudden Impact, ",4.9
Frank Currier,"Across to Singapore, My Old Kentucky Home, The Red Lily, Ben-Hur: A Tale of the Christ, ",6
Christopher Curry,"Flags of our Fathers, C.H.U.D., City of Ghosts, ",5.6
Liane Curtis,"Sixteen Candles, Critters 2, Benny & Joon, Girlfriend from Hell, ",5.5
Sonia Curtis,"The Monster Squad, Family Ties, Terminal Bliss, ",4.9
Eddie Cutanda,"Squeeze, ",6.2
Charles Cyphers,"Halloween, Assault on Precinct 13, Major League, The Fog, ",6.5
John D'Aquino,"Super Troopers, The Wolf of Wall Street, ",6.2
Roy D'Arcy,"The Last Warning, La BohÃ¨me, Beyond the Sierras, Hollywood Boulevard, ",7.3
Deezer D,"Bringing Down the House, Romy and Michele's High School Reunion, CB4, ER, ",4.55
Chuck D,"Friday Night Lights, xXx: State of the Union, ",3.5
Eric da Silva,,4.6
Howard Da Silva,"They Live by Night, 1776, The Lost Weekend, The Blue Dahlia, ",7.9
Jensen Daggett,"Home Improvement, Major League: Back to the Minors, Friday the 13th Part VIII: Jason Takes Manhattan, The Single Guy, ",4.6
Dan Dailey,"Meet Me in Las Vegas, When My Baby Smiles at Me, You're My Everything, The Governor & J.J., ",5
Elizabeth Daily,"Happy Feet, The Powerpuff Girls, Babe: Pig in the City, Pee-wee's Big Adventure, ",6.24
John Dall,"Spartacus, Gun Crazy, Rope, The Corn Is Green, ",8
Craig Damen,"Claire of the Moon, ",5
Gabriel Damon,"The Land Before Time, Newsies, RoboCop 2, Tequila Sunrise, ",7.4
Mark Damon,"Das Boot, House of Usher, Monster, 11:14, ",7
Lawrence Dane,"Bride of Chucky, Happy Birthday to Me, Scanners, Darkman II: The Return of Durant, ",6.8
Isa Danieli,"Cinema Paradiso, Camorra (A Story of Streets, Women and Crime), Ciao, Professore!, Love & Anarchy, ",8.5
Henry Daniell,"Witness for the Prosecution, The Great Dictator, The Philadelphia Story, The Body Snatcher, ",8.5
Alex Daniels,"Godzilla, Cyborg, Mortal Kombat, Starman, ",5.3
Bebe Daniels,"42nd Street, Cocktail Hour, The Maltese Falcon, Rio Rita, ",6.966666667
Phil Daniels,"Loop, ",7
William Daniels,,6.32
Royal Dano,"The Right Stuff, Moby Dick, The Outlaw Josey Wales, Killer Klowns from Outer Space, ",5.64
Michael Dante,"Winterhawk, Seven Thieves, Westbound, Kid Galahad, ",5.1
Allen Danziger,"Still Chainsaw After All These Years, The Texas Chain Saw Massacre, Eggshells, Texas Chain Saw Massacre: The Shocking Truth, ",7.5
Ingeborga Dapkunaite,"Mission: Impossible, Seven Years in Tibet, Hannibal Rising, ",7.9
Kim Darby,"The Last Bastion, The Crossing, Silver City, ",6.9
Janine Darcey,"SixiÃ¨me Ã©tage, French Without Tears, Rififi, The Favour, the Watch and the Very Big Fish, ",8.2
Severn Darden,"Battle for the Planet of the Apes, Real Genius, Saturday the 14th, Conquest of the Planet of the Apes, ",5.5
GÃ©rard Darmon,"The Good Thief, Asterix and Obelix Meet Cleopatra, Pasport, Betty Blue, ",7.4
John Darrow,"Midshipman Jack, The Primrose Path, The Big Chance, The Racket, ",7.4
Jules Dassin,"Phaedra, The Law, Never on Sunday, Rififi, ",7.3
